text,label,type_of_problem
"After verification, your prize will be released: https://pay.example/394",spam,discourse_relations
"After the upgrade finished, tests started failing.",ham,discourse_relations
Maya called Arun after he finished the report.,ham,coreference_anaphora
"If the GPU overheats, the training will stop.",ham,discourse_relations
Apple announced new laptops at the event.,ham,wsd
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
He wrote a parser in Java for the assignment.,ham,wsd
Yeh feature kaafi helpful tha.,ham,oov
They grilled the bass with lemon and herbs.,ham,wsd
They grilled the bass with lemon and herbs.,ham,wsd
"Brilliant, the slides loaded without images.",ham,sarcasm
Apple giveaway—claim your laptop now: https://pay.example/987,spam,wsd
The fix could improve latency.,ham,negation_modality
He wrote a parser in Java for the assignment.,ham,wsd
Yeh feature kaafi helpful tha.,ham,oov
"Even though it was late, they kept debugging.",ham,discourse_relations
"If the GPU overheats, the training will stop.",ham,discourse_relations
"Perfect, another exclusive deal just for you—totally not urgent: https://verify.example/294",spam,sarcasm
"Win ₹10,000 now #HotDealz 😎 tap → https://gift.example/652",spam,oov
Access may be suspended unless you renew: https://pay.example/719,spam,negation_modality
"Oh perfect, the network died during the demo.",ham,sarcasm
Apple giveaway—claim your laptop now: https://dealz.example/725,spam,wsd
The model is not better than the baseline.,ham,negation_modality
Yeh feature kaafi helpful tha.,ham,oov
Neha argued with Vikram since she missed the deadline.,ham,coreference_anaphora
Amazing news—your account is perfectly safe unless you click here: https://air.example/863,spam,sarcasm
"Kal meeting hai, please be on time.",ham,oov
He tuned the bass before the concert.,ham,wsd
Fantastic job breaking the build again.,ham,sarcasm
Maya called Arun after she finished the report.,ham,coreference_anaphora
The fix could improve latency.,ham,negation_modality
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Wonderful timing, we 'randomly' picked you for a reward: https://pay.example/231",spam,sarcasm
"Although the interface is simple, new users struggle.",ham,discourse_relations
"Naya patch aaya hai, check karna.",ham,oov
"If the GPU overheats, the training will stop.",ham,discourse_relations
Brilliant offer: absolutely free if you pay shipping: https://verify.example/932,spam,sarcasm
Anita thanked Arun because she fixed the bug.,ham,coreference_anaphora
"Oh perfect, the network died during the demo.",ham,sarcasm
Exactly what I wanted—more flaky tests.,ham,sarcasm
Isha called Rahul after she finished the report.,ham,coreference_anaphora
He wrote a parser in Java for the assignment.,ham,wsd
"After the upgrade finished, tests started failing.",ham,discourse_relations
Brilliant offer: absolutely free if you pay shipping: https://pay.example/437,spam,sarcasm
You must include error bars in the report.,ham,negation_modality
"After the upgrade finished, tests started failing.",ham,discourse_relations
Password cannot be reset unless you confirm here: https://secure.example/262,spam,negation_modality
"If the GPU overheats, the training will stop.",ham,discourse_relations
"Perf spiked on dataset_z13b, investigating.",ham,oov
"Although you ignored the last alert, we can still restore access: https://pay.example/645",spam,discourse_relations
We picnicked on the bank and watched the boats.,ham,wsd
"The model is accurate, but it is slow.",ham,discourse_relations
"If the GPU overheats, the training will stop.",ham,discourse_relations
Isha emailed Vikram when he reached the office.,ham,coreference_anaphora
Yeh feature kaafi helpful tha.,ham,oov
Priya handed the parcel to Vikram while she confirmed delivery at https://verify.example/795,spam,coreference_anaphora
"Although the interface is simple, new users struggle.",ham,discourse_relations
Exactly what I wanted—more flaky tests.,ham,sarcasm
FREE gift 🎁 limited time!! go: https://gift.example/355,spam,oov
You must verify now or the account may be locked: https://secure.example/853,spam,negation_modality
It never converged on the small dataset.,ham,negation_modality
You must update billing immediately: https://promo.example/424,spam,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
Get r!ch fast 💸 join: https://bank.example/644,spam,oov
It never converged on the small dataset.,ham,negation_modality
"Before the deadline, complete KYC to continue: https://air.example/914",spam,discourse_relations
Yeh feature kaafi helpful tha.,ham,oov
Maya called Rahul after she finished the report.,ham,coreference_anaphora
Sara called Nikhil after she finished the report.,ham,coreference_anaphora
You should not remove the validation split.,ham,negation_modality
"Great, another crash—just what I needed.",ham,sarcasm
We picnicked on the bank and watched the boats.,ham,wsd
"Because your trial ended, renew now to avoid suspension: https://promo.example/736",spam,discourse_relations
You must include error bars in the report.,ham,negation_modality
We improved throughput since the cache was tuned.,ham,discourse_relations
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
We sipped hot java during the break.,ham,wsd
"Kal meeting hai, please be on time.",ham,oov
We improved throughput since the cache was tuned.,ham,discourse_relations
Isha emailed Rahul when he reached the office.,ham,coreference_anaphora
"Build baar baar fail ho raha hai, yaar.",ham,oov
Win a free bass guitar! Confirm shipping: https://verify.example/511,spam,wsd
Model output thoda weird lag raha hai.,ham,oov
We sipped hot java during the break.,ham,wsd
"Even though it was late, they kept debugging.",ham,discourse_relations
"Wonderful timing, we 'randomly' picked you for a reward: https://secure.example/920",spam,sarcasm
FR33 access 2 premium vids ➜ https://promo.example/722,spam,oov
We picnicked on the bank and watched the boats.,ham,wsd
Yeh feature kaafi helpful tha.,ham,oov
Anita thanked Kunal because she fixed the bug.,ham,coreference_anaphora
Exactly what I wanted—more flaky tests.,ham,sarcasm
"Wonderful timing, we 'randomly' picked you for a reward: https://air.example/784",spam,sarcasm
We may postpone the release until Monday.,ham,negation_modality
Riya praised Arun as he solved the issue quickly.,ham,coreference_anaphora
"Perfect, another exclusive deal just for you—totally not urgent: https://promo.example/671",spam,sarcasm
Sara called Ravi after she finished the report.,ham,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Model output thoda weird lag raha hai.,ham,oov
Neha thanked Sanjay because he fixed the bug.,ham,coreference_anaphora
They grilled the bass with lemon and herbs.,ham,wsd
You must verify now or the account may be locked: https://secure.example/944,spam,negation_modality
Kavya thanked Vikram because she must verify the account now: https://bank.example/557,spam,coreference_anaphora
Exactly what I wanted—more flaky tests.,ham,sarcasm
"Build baar baar fail ho raha hai, yaar.",ham,oov
"Perfect, another exclusive deal just for you—totally not urgent: https://promo.example/454",spam,sarcasm
"Because your trial ended, renew now to avoid suspension: https://pay.example/512",spam,discourse_relations
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Slides updated—see v2.1 notes 👍,ham,oov
"Build baar baar fail ho raha hai, yaar.",ham,oov
Kavya praised Ravi as she solved the issue quickly.,ham,coreference_anaphora
Neha praised Sanjay as he solved the issue quickly.,ham,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
Kavya praised Amit as she qualified for a reward: https://pay.example/465,spam,coreference_anaphora
This offer might expire today—act fast: https://pay.example/208,spam,negation_modality
Isha praised Nikhil as he solved the issue quickly.,ham,coreference_anaphora
Sara handed the parcel to Arun while he confirmed delivery at https://promo.example/656,spam,coreference_anaphora
Isha handed the parcel to Nikhil while he confirmed delivery at https://verify.example/342,spam,coreference_anaphora
"Perf spiked on dataset_z13b, investigating.",ham,oov
Slides updated—see v2.1 notes 👍,ham,oov
Get r!ch fast 💸 join: https://bank.example/667,spam,oov
Riya praised Sanjay as he qualified for a reward: https://dealz.example/568,spam,coreference_anaphora
Isha argued with Rahul since she missed the deadline.,ham,coreference_anaphora
It never converged on the small dataset.,ham,negation_modality
You must include error bars in the report.,ham,negation_modality
"Although the interface is simple, new users struggle.",ham,discourse_relations
It never converged on the small dataset.,ham,negation_modality
Slides updated—see v2.1 notes 👍,ham,oov
We sipped hot java during the break.,ham,wsd
"Although you ignored the last alert, we can still restore access: https://verify.example/756",spam,discourse_relations
We might deploy on Friday if tests pass.,ham,negation_modality
You must verify now or the account may be locked: https://air.example/525,spam,negation_modality
Sara emailed Amit when he reached the office.,ham,coreference_anaphora
Win a free bass guitar! Confirm shipping: https://dealz.example/915,spam,wsd
The fix could improve latency.,ham,negation_modality
Model output thoda weird lag raha hai.,ham,oov
You should not remove the validation split.,ham,negation_modality
"The model is accurate, but it is slow.",ham,discourse_relations
new v1agra dealz 50%OFF 👉 https://promo.example/325,spam,oov
"Kal meeting hai, please be on time.",ham,oov
Isha thanked Amit because she fixed the bug.,ham,coreference_anaphora
